Certificate,Name,Year,Rating,RatingReason,Studio
49644,Underdog Kids,2015,PG,"Rated PG for some violence and sports action, thematic elements and rude humor.",Starz Media
49645,Unsullied,2015,R,"Rated R for violence including a rape, language, and brief drug use.","Dreamline Pictures, LLC - [Production Co.]"
49646,"Forger, The",2015,R,Rated R for language and some violence.,Saban Films LLC
49647,Pay Back,2015,R,"Rated R for violence including a sexual assault, some sexuality and brief language.",Grindstone Entertainment Group
49648,My Life Directed By,2015,PG-13,Rated PG-13 for some violent and suggestive material.,Radius-TWC
49649,"Hollars, The",2015,PG-13,Rated PG-13 for brief language and some thematic material.,Sony Pictures Classics
49650,Always Watching: A Marble Hornets Story,2015,R,Rated R for some violence.,"Gravitas Ventures, LLC"
49651,Anomalisa,2015,R,"Rated R for  strong sexual content, graphic nudity and language.","Anomalisa, LLC. - [Production Co.]"
49652,Iris,2015,PG-13,Rated PG-13 for some strong language.,Magnolia Pictures
49653,It Follows,2015,R,"Rated R for disturbing violent and sexual content including graphic nudity, and language.",Radius-TWC
49654,Justice League: Gods & Monsters,2015,PG-13,Rated PG-13 for violence throughout and suggestive content including nudity.,WB Animation
49655,Zero Tolerance,2015,R,"Rated R for strong violence, sexual content, graphic nudity, language and some drug use.",Grindstone Entertainment Group
49656,Big Game,2015,PG-13,"Rated PG-13 for sequences of intense action and violence, and some language.",EuropaCorp
49657,Sisters,2015,R,"Rated R for crude sexual content and language throughout, and for drug use.",Universal Studios
49658,Avengers: Age Of Ultron,2015,PG-13,"Rated PG-13 for intense sequences of sci-fi action, violence and destruction, and for some suggestive comments.",Walt Disney Studios Motion Pictures
49659,"Hunting Ground, The",2015,PG-13,"Rated PG-13 for disturbing thematic material involving sexual assault, and for language.",Radius-TWC
49660,Magic Mike XXL,2015,R,"Rated R for strong sexual content, pervasive language, some nudity and drug use.",Warner Bros. Pictures
49661,Forsaken,2016,R,Rated R for violence and some language.,Momentum Pictures LLC
49662,Edge Of Winter,2015,R,Rated R for language and some violence.,Sony Pictures Worldwide Acquisitions Inc.
49663,Never Back Down: No Surrender,2015,R,Rated R for language and a scene of sexuality/graphic nudity.,Sony Pictures Worldwide Acquisitions Inc.
49664,Home Invasion,2015,PG-13,Rated PG-13 for violence and peril.,Sony Pictures Worldwide Acquisitions Inc.
49665,Sniper: Ghost Shooter,2016,R,Rated R for language and sequences of violence.,Sony Pictures Worldwide Acquisitions Inc.
49666,"Walking Deceased, The",2015,R,"Rated R for bloody violence, language, some sexuality/nudity and drug use.",ARC Entertainment
49667,Black Beauty,2015,PG,Rated PG for mild thematic elements.,"Barnholtz Entertainment, Inc. - [Production Co.]"
49668,Adventures of Pepper & Paula,2015,PG,Rated PG for mild thematic elements and some innuendo.,Vertical Entertainment LLC
49669,Timber The Treasure Dog,2015,PG,Rated PG for mild action and language.,"Archstone Distribution, LLC"
49670,Fight To The Finish,2015,PG-13,"Rated PG-13 for sequences of violence, brief language and thematic elements.",Grindstone Entertainment Group
49671,Chocolate City,2015,R,"Rated R for sexual content throughout, partial nudity, language and brief violence.",Paramount Home Media Distribution
49672,Me And Earl And The Dying Girl,2015,PG-13,"Rated PG-13 for sexual content, drug material, language and some thematic elements.",Twentieth Century Fox Film Corp.
49673,Brooklyn,2015,PG-13,Rated PG-13 for a scene of sexuality and brief strong language.,Twentieth Century Fox Film Corp.
49674,"More Money, More Family",2015,R,Rated R for language including sexual references.,Grindstone Entertainment Group
49675,El Rey De Najayo,2015,R,"Rated R for violence, language, sexuality/nudity and drug content.",Duende Media Inc.
49676,Dial A Prayer,2015,PG-13,"Rated PG-13 for thematic elements, brief strong language, some drug use and suggestive material.",Vertical Entertainment LLC
49677,SBK The-Movie,2015,PG-13,Rated PG-13 for some crude and suggestive material.,Hanover Multimedia
49678,Exeter,2015,R,"Rated R for strong bloody horror violence, language throughout, sexual references, drug use, and some nudity.","Viva Pictures Distribution, LLC"
49679,Larry Gaye: Renegade Male Flight Attendant,2015,R,Rated R for sexual content including references.,Orion Releasing LLC
49680,despite the falling snow,2016,PG-13,Rated PG-13 for some sexuality and violence.,breaking glass
49681,Blackbird,2015,R,"Rated R for sexual content, language and some drug use - all involving teens.","RLJ Entertainment, Inc."
49682,Where Hope Grows,2015,PG-13,"Rated PG-13 for thematic issues involving drinking and teen sexuality, and for brief language and an accident scene.",Roadside Attractions LLC
49683,Monsters: Dark Continent,2015,R,"Rated R for graphic war violence, pervasive language, some strong sexual content/nudity and drug use.",Radius-TWC
49684,David And Goliath,2015,PG,Rated PG for some violent content.,RiverRain Productions
49685,Staten Island Summer,2015,R,"Rated R for sexuality/nudity, crude humor and language throughout, drug content and partying - all involving teens.",Paramount Pictures Corporation
49686,Rise Of the Entrepreneur -  The Search For A Better Way,2015,G,,"Go Pro Productions, LLC"
49687,Sunshine Superman,2015,PG,"Rated PG for thematic elements, some language, smoking, and a brief nude image.",Magnolia Pictures
49688,"Squeeze, The",2015,PG-13,"Rated PG-13 for some sexuality, language, drug material and thematic elements.",ARC Entertainment
49689,Marriage 2.0,2015,NC-17,Rated NC-17 for explicit sexual content and graphic nudity throughout.,Adam And Eve
49690,Just Before I Go,2015,R,"Rated R for sexual content, language and some drug use.",Anchor Bay Entertainment
49691,Beyond The Mask,2015,PG,"Rated PG for action, violence and some thematic elements.","Freestyle Releasing, LLC"
49692,Risen,2015,PG-13,Rated PG-13 for Biblical violence including some disturbing images.,Sony Pictures Worldwide Acquisitions Inc.
49693,Mad Max: Fury Road,2015,R,"Rated R for intense sequences of violence throughout, and for disturbing images.",Warner Bros. Pictures
49694,Scouts Guide To The Zombie Apocalypse,2015,R,"Rated R for zombie violence and gore, sexual material, graphic nudity, and language throughout.",Paramount Pictures Corporation
49695,Barely Lethal,2015,PG-13,"Rated PG-13 on appeal for sexual material, teen drinking, language, drug references and some action violence.",Main Street Films
49696,Hillsong Let Hope Rise,2015,PG,Rated PG for some thematic elements.,Pure Flix Entertainment LLC
49697,In The Name Of My Daughter,2015,R,"Rated R for sexuality, nudity and some language.",Cohen Media Group
49698,Lords Of London,2015,R,Rated R for language throughout and some violence.,Grindstone Entertainment Group
49699,Noble,2015,PG-13,"Rated PG-13 for mature thematic material, including some violent and sexual situations.",Aspiration Media
49700,Runoff,2015,R,Rated R for some drug use.,monterey media inc.
49701,See You In Valhalla,2015,R,"Rated R for language, sexual references and drug use.",ARC Entertainment
49702,Ardor,2015,R,"Rated R for violence, some gruesome images and a scene of sexuality.",Participant Media
49703,Bucky And The Squirrels,2015,PG,Rated PG for some language and rude humor.,Dauntless Studios
49704,Don Verdean,2015,PG-13,"Rated PG-13 for crude and suggestive content, some language and brief violence.",Lionsgate
49705,"Dog Who Saved Summer, The",2015,PG,Rated PG for some mild rude humor.,Anchor Bay Films
49706,AWOL-72,2015,R,"Rated R for violence, language throughout and brief sexuality.",Triumphant Entertainment
49707,"Seven Five, The",2015,R,"Rated R for pervasive language, some grisly crime scene images, and drug content.",IFC Films
49708,House At The End Of The Drive,2015,R,"Rated R for bloody violence, drug use, some sexuality/nudity and language.",Five Star Cinema
49709,Riley's First Date,2015,G,,Walt Disney Studios Home Entertainment
49710,Manglehorn,2015,PG-13,"Rated PG-13 on appeal for some sexual content and language, and for accident and surgery images.",IFC Films
49711,I'll See You In My Dreams,2015,PG-13,"Rated PG-13 for sexual material, drug use and brief strong language.",Bleecker Street
49712,Mortdecai - PG-13,2015,PG-13,"Rated PG-13 for sexuality including references and innuendo, action/violence and brief strong language.",Lionsgate
49713,Pound Of Flesh,2015,R,"Rated R for violence, language and some sexuality.",Phase 4 Films Inc.
49714,"100-Year Old Man Who Climbed Out The Window And Disappeared, The",2015,R,Rated R for language and some violence.,Music Box Films
49715,Gemma Bovery,2015,R,Rated R for sexuality/nudity and language.,Music Box Films
49716,What We Do In The Shadows,2015,R,"Rated R for bloody violent content, some sexual material and language.",Paramount Home Media Distribution
49717,Tooken,2015,R,"Rated R for crude sexual content throughout including graphic nudity, language, violence, and some drug use.",Cinedigm
49718,"True Cost, The",2015,PG-13,Rated PG-13 for thematic elements and disturbing images.,Life Is My Movie Entertainment
49719,Hot Pursuit,2015,PG-13,"Rated PG-13 for sexual content, violence, language and some drug material.",New Line Cinema
49720,Amityville: The Awakening,2016,PG-13,"Rated PG-13 for disturbing horror violence and terror, suggestive images, brief language and thematic material.",The Weinstein Company LLC
49721,Guardians of Oz,2015,PG,Rated PG for mild action.,Grindstone Entertainment Group
49722,Minions,2015,PG,Rated PG for action and rude humor.,Universal Studios
49723,Unfriended,2015,R,"Rated R for violent content, pervasive language, some sexuality, and drug and alcohol use - all involving teens.",Universal Studios
49724,Sanjay's Super Team,2015,PG,Rated PG for some scary images.,Walt Disney Studios Motion Pictures
49725,"Gift, The",2015,R,Rated R for language.,"Stx Productions, LLC"
49726,"Hollow Point, The",2015,R,Rated R for bloody violence and language.,Carrion Road Productions LLC - [Production Co.]
49727,"Water Diviner, The",2015,R,Rated R for war violence including some disturbing images.,Warner Bros. Pictures
49728,"Blood Lands, The",2015,R,"Rated R for violence, terror, and language including some sexual references.",Magnolia Home Entertainment
49729,Tomorrowland,2015,PG,"Rated PG for sequences of sci-fi action violence and peril, thematic elements, and language.",Walt Disney Studios Motion Pictures
49730,Lady In The Van,2015,PG-13,Rated PG-13 for a brief unsettling image.,Sony Pictures Classics
49731,Hotel Transylvania 2,2015,PG,"Rated PG for some scary images, action and rude humor.",Sony Pictures Animation Inc.
49732,Spectre,2015,PG-13,"Rated PG-13 for intense sequences of action and violence, some disturbing images, sensuality and language.",Columbia Pictures
49733,"5th Wave, The",2015,PG-13,"Rated PG-13 for violence and destruction, some sci-fi thematic elements, language and brief teen partying.",Columbia Pictures
49734,"Angry Birds Movie, The",2016,PG,Rated PG for rude humor and action.,Columbia Pictures
49735,Money Monster,2016,R,"Rated R for language throughout, some sexuality and brief violence.",TriStar Productions
49736,Billy Lynn's Long Halftime Walk,2016,R,"Rated R for language throughout, some war violence, sexual content, and brief drug use.",TriStar Productions
49737,Ghostbusters,2016,PG-13,Rated PG-13 for supernatural action and some crude humor.,Columbia Pictures
49738,Sausage Party,2016,R,"Rated R for strong crude sexual content, pervasive language, and drug use.",Columbia Pictures
49739,Inferno,2016,PG-13,"Rated PG-13 for sequences of action and violence, disturbing images, some language, thematic elements and brief sensuality.",Columbia Pictures
49740,When The Bough Breaks,2016,PG-13,"Rated PG-13 for violence, sexuality/partial nudity, thematic elements, some disturbing images, and language.",Screen Gems
49741,Private Number,2015,R,"Rated R for violence, grisly images, and language including a sexual reference.",ARC Entertainment
49742,Eden,2015,R,"Rated R for drug use, language and some sexuality/nudity.","BGP Releasing, LLC"
49743,Frog Kingdom,2015,PG,"Rated PG for mild rude humor, language and action.",Grindstone Entertainment Group
49744,Anderson's Cross,2015,R,Rated R for sexual content and language.,Illumination Pictures - [Production Co.]
49745,Suffragette,2015,PG-13,"Rated PG-13 for some intense violence, thematic elements, brief strong language and partial nudity.",Focus Features
49746,Destiny,2015,PG-13,Rated PG-13 for some sexuality and thematic elements.,Grasshopper Productions LTD
49747,"Legend Of Longwood, The",2015,PG,"Rated PG for peril, thematic elements and some mild language.",Shout! Factory
49748,Kingdom Of Shadows,2015,PG-13,Rated PG-13 for mature thematic elements including disturbing violent images and descriptions.,Participant Media
49749,Adult Beginners,2015,R,Rated R for language and some drug use.,Radius-TWC
49750,"REVELATION, Dawn Of Global Government",2015,PG,"Rated PG for thematic elements throughout, some violent images, and language.","Rocky Mountain Pictures, Inc."
49751,San Andreas,2015,PG-13,"Rated PG-13 for intense disaster action and mayhem throughout, and brief strong language.",New Line Cinema
49752,"Overnight, The",2015,R,"Rated R for strong sexuality, graphic nudity, language and drug use.","Orchard Enterprises NY, Inc., The"
49753,Curious George 3: Back To The Jungle,2015,G,,Universal Studios Home Entertainment LLC
49754,Testament Of Youth,2015,PG-13,Rated PG-13 for thematic material including bloody and disturbing war related images.,Sony Pictures Classics
49755,"Cokeville Miracle, The",2015,PG-13,Rated PG-13 for thematic material including violence and peril.,"Excel Entertainment Group, Inc."
49756,"Gallows, The",2015,R,Rated R for some disturbing violent content and terror.,New Line Cinema
49757,Dope,2015,R,"Rated R for language, drug content, sexuality/nudity, and some violence-all involving teens.","Open Road Films, LLC"
49758,"Intern, The",2015,PG-13,Rated PG-13 for some suggestive content and brief strong language.,Warner Bros. Pictures
49759,Echoes Of War,2015,R,"Rated R for violence, sexuality/nudity and language.",ARC Entertainment
49760,Final Girl,2015,R,"Rated R for disturbing violent content, and some language.",Cinedigm
49761,What We Did On Our Holiday,2015,PG-13,Rated PG-13 for some thematic elements and language.,Lionsgate
49762,"Duel, The",2015,R,Rated R for strong violence and language.,"Mississippix Studios, LLC - [Production Co.]"
49763,Trumbo,2015,R,Rated R for language including some sexual references.,Bleecker Street
49764,Jurassic World,2015,PG-13,Rated PG-13 for intense sequences of science-fiction violence and peril.,Universal Studios
49765,Life,2015,R,Rated R for some sexuality/nudity and language.,Life (Gen One) Canada Inc. - [Production Co.]
49766,Antboy 2: Revenge Of The Red Fury,2015,PG,Rated PG for some action sequences and rude behavior.,"Viva Pictures Distribution, LLC"
49767,Z For Zachariah,2015,PG-13,"Rated PG-13 for a scene of sexuality, partial nudity, and brief strong language.",Roadside Attractions LLC
49768,Childless,2015,R,"Rated R for language, sexual references and drug content.",monterey media inc.
49769,Bravetown,2015,R,"Rated R for some language, drug use and brief sexuality.",Phase 4 Films Inc.
49770,Legend,2015,R,"Rated R for strong violence, language throughout, some sexual and drug material.",Universal Studios
49771,Incarnate,2015,PG-13,"Rated PG-13 for intense sequences of horror violence, terror, disturbing images, brief strong language, sensuality and thematic elements.",Blumhouse International
49772,"Look Of Silence, The",2015,PG-13,Rated PG-13 for thematic material involving disturbing graphic descriptions of atrocities and inhumanity.,Drafthouse Films
49773,Infini,2015,R,Rated R for bloody sci-fi violence and language throughout.,Vertical Entertainment LLC
49774,"Second Mother, The",2015,R,Rated R for some language and brief drug use.,Oscilloscope Laboratories
49775,Batkid Begins,2015,PG,Rated PG for some mild thematic material.,New Line Cinema
49776,"Runner, The",2015,R,Rated R for language and some sexual material.,Alchemy
49777,Club Life,2015,R,"Rated R for pervasive language, sexual content, and brief drug use.",Paramount Home Media Distribution
49778,Dior And I,2015,R,Rated R for some language.,Paramount Home Media Distribution
49779,"White Storm, The",2015,R,"Rated R for strong bloody violence, and drug content.",Lionsgate
49780,Deadly Sanctuary,2015,PG-13,"Rated PG-13 for some violence, sexual references and thematic material.","Barnholtz Entertainment, Inc."
49781,"Pigeon Sat On A Branch Reflecting On Existence, A",2015,PG-13,Rated PG-13 for brief sexuality and some disturbing images.,Magnolia Pictures
49782,"Wolfpack, The",2015,R,Rated R for language.,Magnolia Pictures
49783,Robot Overlords,2015,PG-13,"Rated PG-13 for sci-fi action and violence, sexual references and a crude gesture.",Vertical Entertainment LLC
49784,Strangerland,2015,R,"Rated R for language, some sexuality and brief graphic nudity.",Alchemy
49785,Faith Of Our Fathers,2015,PG-13,Rated PG-13 for brief war violence.,Pure Flix
49786,Freeheld,2015,PG-13,"Rated PG-13 for some thematic elements, language and sexuality.",Summit Entertainment
49787,Blue Mountain State: The Rise Of Thadland,2015,R,"Rated R for strong crude and sexual content, drug use and language throughout, and some graphic nudity.",Lionsgate
49788,Results,2015,R,"Rated R for language, some sexual content and drug use.",Magnolia Pictures
49789,Unexpected,2015,R,Rated R for language.,"Film Arcade, The"
49790,Last Shift,2015,R,"Rated R for bloody horror violence, disturbing images, and language.",Magnolia Home Entertainment
49791,In The Courtyard,2015,R,Rated R for drug use and language.,Cohen Media Group
49792,Ted 2,2015,R,"Rated R for crude and sexual content, pervasive language, and some drug use.",Universal Studios
49793,"New Girlfriend, The",2015,R,Rated R for some strong sexual content and graphic nudity.,Cohen Media Group
49794,Wild Horses,2015,R,Rated R for some violent images and language.,Phase 4 Films Inc.
49795,Ovation,2015,R,Rated R for language including some sexual references.,"Ovation Off Broadway, LLC"
49796,"Yes Men Are Revolting, The",2015,Unrated,Rated R for some strong language.,"Orchard, The"
49797,Samba,2015,R,Rated R for language.,"BGP Releasing, LLC"
49798,Heist,2015,R,"Rated R for violence, pervasive language and some sexual content.",Lionsgate
49799,Digging For Fire,2015,R,"Rated R for language including some sexual references, drug use and brief graphic nudity.","Orchard, The"
49800,Carol,2015,R,Rated R for a scene of sexuality/nudity and brief language.,"Weinstein Company LLC., The"
49801,Hush,2015,R,Rated R for strong violence/terror and some language.,"Silence Productions South, LLC - [Production Co.]"
49802,"Man Who Knew Infinity, The",2016,PG-13,Rated PG-13 for some thematic elements and smoking.,IFC Films
49803,Same Kind Of Different As Me,2017,PG-13,Rated PG-13 for thematic elements including some violence and language.,Paramount Pictures Corporation
49804,Grandma,2015,R,Rated R for language and some drug use.,Sony Pictures Classics
49805,Meet The Patels,2015,PG,"Rated PG for thematic elements, brief suggestive images and incidental smoking.",Alchemy
49806,"Blackout, The",2015,R,"Rated R for violence, language and brief drug use.",Lightning Media
49807,People Places Things,2015,R,"Rated R for language including some sexual references, and brief nudity.","Film Arcade, The"
49808,L.A. Slasher,2015,R,"Rated R for violence, sexual content, language and drug use.","Archstone Distribution, LLC"
49809,Heaven Knows What,2015,R,"Rated R for drug use throughout, pervasive language, disturbing and violent images, sexuality, and graphic nudity.",Radius-TWC
49810,He Named Me Malala,2015,PG-13,Rated PG-13 for thematic elements involving disturbing images and threats.,Twentieth Century Fox Film Corp.
49811,10 Cent Pistol,2015,Unrated,"Rated R for violence, language throughout, some sexual references and drug use.",eOne Entertainment
49812,"Adventures Of Huck Finn, The",2015,PG,"Rated PG for thematic elements, some violence, language and smoking.",Phase 4 Films Inc.
49813,Pups United,2015,PG,Rated PG for some mild rude humor.,Grindstone Entertainment Group
49814,Eye In The Sky,2015,R,Rated R for some violent images and language.,Bleecker Street
49815,Ride The Thunder,2015,PG-13,"Rated PG-13 for graphic war testimonials, some violence and brief strong language.","Ride The Thunder Productions, LLC"
49816,War Pigs,2015,R,Rated R for bloody war violence and some language.,Cinedigm
49817,She's Funny That Way,2015,R,Rated R for some language including sexual references.,Lionsgate
49818,R.L. Stine's Monsterville: Cabinet Of Souls,2015,PG,"Rated PG for scary images throughout, thematic material, some violence and rude humor.",Universal Studios Home Entertainment LLC
49819,Paper Towns,2015,PG-13,"Rated PG-13 for some language, drinking, sexuality and partial nudity - all involving teens.",Twentieth Century Fox Film Corp.
49820,Dragon Blade,2015,R,,
49821,Pressure,2015,R,"Rated R for language, some disturbing images and graphic nudity.",Vertical Entertainment LLC
49822,Tremors 5: Bloodlines,2015,PG-13,"Rated PG-13 for creature violence, gore, and language.",Universal Studios Home Entertainment LLC
49823,Dovid Meyer,2015,PG,Rated PG for thematic elements.,26Entertainment - [Production Co.]
49824,Jackie & Ryan,2015,PG-13,Rated PG-13 for brief strong language and some suggestive material.,Main Street Films
49825,Rules Don't Apply,2016,PG-13,"Rated PG-13 for sexual material including brief strong language, thematic elements, and drug references.","Regency Entertainment (USA), Inc."
49826,Tangerine,2015,R,"Rated R for strong and disturbing sexual content, graphic nudity, language throughout, and drug use.",Magnolia Pictures
49827,"Brave Heart: The Lizzie Velasquez Story, A",2015,PG-13,"Rated PG-13 for thematic elements involving bullying, and for brief strong language.",Cinedigm
49828,Intruders,2015,R,Rated R for violence and language.,Shut In Productions - [Production Co.]
49829,Pixies,2015,PG,Rated PG for pranks and rude humor.,Vertical Entertainment LLC
49830,Freedom,2015,R,Rated R for some violence.,ARC Entertainment
49831,Dark Horse,2015,PG,Rated PG for some mild thematic elements and language.,Sony Pictures Classics
49832,Northmen - A Viking Saga,2015,R,Rated R for violence throughout.,Anchor Bay Entertainment
49833,Amy,2015,R,Rated R for language and drug material.,A24
49834,Phantom Halo,2015,R,"Rated R for violence, language and brief sexuality.",ARC Entertainment
49835,Kidnap,2017,R,Rated R for violence and peril.,Aviron Pictures
49836,"Whole Truth, The",2015,R,Rated R for language and some violence including a sexual assault.,"Whole Truth Productions, LLC. - [Production Co.]"
49837,Ant-Man,2015,PG-13,Rated PG-13 for sci-fi action violence.,Walt Disney Studios Motion Pictures
49838,Creep,2015,R,Rated R for brief violence and language.,"Orchard, The"
49839,"Murder In The Park, A",2015,PG-13,"Rated PG-13 for disturbing crime scene photos and reenactments, drug material and brief language.",IFC Films
49840,"Target, The",2015,R,"Rated R for bloody violence, and language.",Grindstone Entertainment Group
49841,"Open Secret, An",2015,Unrated,Rated R for some descriptions of sexual abuse.,"Rocky Mountain Pictures, Inc."
49842,Indigenous,2015,R,"Rated R for creature violence, grisly images, and language including sexual references.",Lightning Media
49843,"Condemned 2, The",2015,R,Rated R for violence throughout and language.,Lionsgate
49844,Terminator: Genisys,2015,PG-13,"Rated PG-13 for intense sequences of sci-fi violence and gunplay throughout, partial nudity and brief strong language.",Paramount Pictures Corporation
49845,Backcountry,2015,R,Rated R for language and some gruesome creature violence.,Showtime Networks
49846,"Suicide Theory, The",2015,R,"Rated R for strong violence, language and some sexual content.","Freestyle Releasing, LLC"
49847,Big Stone Gap,2015,PG-13,Rated PG-13 for brief suggestive material.,Picturehouse.
49848,Southpaw,2015,R,"Rated R for language throughout, and some violence.","Weinstein Company LLC., The"
49849,Harbinger Down,2015,R,Rated R for language and creature violence.,Vertical Entertainment LLC
49850,Tiger House,2015,R,Rated R for language and violence.,Magnolia Home Entertainment
49851,Mr. Right,2015,R,Rated R for violence and language throughout.,"Right Productions, LLC - [Production Co.]"
49852,Exposed,2015,R,"Rated R for violence including a sexual assault, and for language.",Lionsgate
49853,Rock The Kasbah,2015,R,"Rated R for language including sexual references, some drug use and brief violence.","Open Road Films, LLC"
49854,Diary Of A Teenage Girl,2015,R,"Rated R for strong sexual content including dialogue, graphic nudity, drug use, language and drinking-all involving teens.",Sony Pictures Classics
49855,"Lego Brickumentary, A",2015,G,,Radius-TWC
49856,Hell & Back,2015,R,"Rated R for pervasive strong crude and sexual content, language and some drug use.","Freestyle Releasing, LLC"
49857,Ratter,2015,R,"Rated R for language, some sexual material and terror.",Sony Pictures Worldwide Acquisitions Inc.
49858,Warcraft,2015,PG-13,Rated PG-13 for extended sequences of intense fantasy violence.,Universal Studios
49859,Monday At 11:01 A.M.,2015,R,"Rated R for some bloody violence, and language throughout including sexual references.","Monday At 11:01, Inc. - [Production Co.]"
49860,"Silent Storm, The",2015,R,Rated R for some violent and sexual content.,Sony Pictures Worldwide Acquisitions Inc.
49861,Pan,2015,PG,"Rated PG for fantasy action violence, language and some thematic material.",Warner Bros. Pictures
49862,Demolition,2015,R,"Rated R for language, some sexual references, drug use and disturbing behavior.",Twentieth Century Fox Film Corp.
49863,"Stanford Prison Experiment, The",2015,R,Rated R for language including abusive behavior and some sexual references.,IFC Films
49864,"Young And Prodigious T.S. Spivet, The",2015,PG,"Rated PG for thematic elements, language and some reckless behavior.","Weinstein Company LLC., The"
49865,"Forest, The",2015,PG-13,Rated PG-13 for disturbing thematic content and images.,Focus Features
49866,"Danish Girl, The",2015,R,Rated R for some sexuality and full nudity.,Focus Features
49867,Mr. Church,2015,PG-13,Rated PG-13 for thematic elements.,"Cook Productions, LLC - [Production Co.]"
49868,Kahlil Gibran's The Prophet,2015,PG,Rated PG for thematic elements including some violence and sensual images.,GKIDS
49869,I Saw The Light,2015,R,Rated R for some language and brief sexuality/nudity.,Sony Pictures Classics
49870,"Four Warriors, The",2015,PG-13,Rated PG-13 for some violence.,Grindstone Entertainment Group
49872,Diablo,2015,R,Rated R for violence and brief language.,Orion Releasing LLC
49873,Walt Before Mickey,2015,PG,"Rated PG for period smoking throughout, mild thematic elements and language.","Dreamer Movie LLC, The - [Production Co.]"
49874,Shaun The Sheep Movie,2015,PG,Rated PG for rude humor.,Lionsgate
49875,Chain Of Command,2015,R,Rated R for violence and language.,Grindstone Entertainment Group
49876,Cut Snake,2015,R,"Rated R for violence, sexuality and language.",monterey media inc.
49877,Lawless Kingdom,2015,R,Rated R for some bloody violence.,Grindstone Entertainment Group
49878,"Peanuts Movie, The",2015,G,,Twentieth Century Fox Film Corp.
49879,Maze Runner: The Scorch Trials,2015,PG-13,"Rated PG-13 for extended sequences of violence and action, some thematic elements, substance use and language.",Twentieth Century Fox Film Corp.
49880,"Martian, The",2015,PG-13,"Rated PG-13 for some strong language, injury images, and brief nudity.",Twentieth Century Fox Film Corp.
49881,Yoga Hosers,2016,PG-13,"Rated PG-13 for crude humor, sexual references, comic violence, and brief drug material.",Invincible Pictures
49882,Triple 9,2016,R,"Rated R for strong violence and language throughout, drug use and some nudity.","Open Road Films, LLC"
49883,Masterminds,2016,PG-13,"Rated PG-13 for crude and sexual humor, some language and violence.",Relativity Media
49884,All Creatures Big And Small,2015,G,,Phase 4 Films Inc.
49885,Dukale's Dream,2015,G,,"7th Floor, The"
49886,13 Minutes,2015,R,Rated R for disturbing violence and some sexuality.,Sony Pictures Classics
49887,"Magnificent Seven, The",2016,PG-13,"Rated PG-13 for extended and intense sequences of Western violence, and for historical smoking, some language and suggestive material.",Columbia Pictures
49888,Miracles From Heaven,2016,PG,"Rated PG for thematic material, including accident and medical images.",Columbia Pictures
49889,Patient Zero,2018,R,"Rated R for bloody violence, language, and some sexual content.",Screen Gems
49890,Zipper,2015,R,"Rated R for strong sexual content, nudity, language and brief drug use.",Alchemy
49891,Phoenix,2015,PG-13,Rated PG-13 for some thematic elements and brief suggestive material.,IFC Films
49892,Once I Was A Beehive,2015,PG,Rated PG for mild thematic elements and brief peril.,Purdie Distribution
49893,Labyrinth Of Lies,2015,R,Rated R for a scene of sexuality.,Sony Pictures Classics
49894,Spotlight,2015,R,Rated R for some language including sexual references.,"Open Road Films, LLC"
49895,Sing Street,2015,PG-13,"Rated PG-13 for thematic elements including strong language and some bullying behavior, a suggestive image, drug material and teen smoking.","Weinstein Company LLC, The"
49896,Vacation,2015,R,"Rated R for crude and sexual content and language throughout, and brief graphic nudity.",New Line Cinema
49897,"Witch, The",2015,R,Rated R for disturbing violent content and graphic nudity.,A24
49898,Meru,2015,R,Rated R for language.,Music Box Films
49899,When Animals Dream,2015,R,"Rated R for some violence, sexuality/nudity and drug use.",Radius-TWC
49900,Entertainment,2015,R,"Rated R for language, crude sexual material, a disturbing image and brief drug use.",Magnolia Pictures
49901,Goodnight Mommy,2015,R,Rated R for disturbing violent content and some nudity.,Radius-TWC
49902,Mission: Impossible - Rogue Nation,2015,PG-13,"Rated PG-13 for sequences of action and violence, and brief partial nudity.",Paramount Pictures Corporation
49903,Street,2015,PG-13,"Rated PG-13 for brutal fights, language and some sexual references.",SkinFly Entertainment - [Production Co.]
49904,"Outcasts, The",2015,PG-13,"Rated PG-13 for crude and suggestive content, language and some teen partying.",Vision Films
49905,"Transporter Refueled, The",2015,PG-13,"Rated PG-13 for sequences of violence and action, sexual material, some language, a drug reference and thematic elements.","EUROPACORP FILMS USA, Inc."
49906,Best Of Enemies,2015,R,Rated R for some sexual content/nudity and language.,Magnolia Pictures
49907,ALVIN AND THE CHIPMUNKS:  THE ROAD CHIP,2015,PG,Rated PG for some mild rude humor and language.,Twentieth Century Fox Film Corporation
49908,American Ultra,2015,R,"Rated R for strong bloody violence, language throughout, drug use and some sexual content.",Lionsgate
49909,Brother Nature,2016,R,Rated R for some sexual references and drug content.,Paramount Pictures Corporation
49910,Ratchet & Clank,2015,PG,Rated PG for action and some rude humor.,Gramercy Pictures
49911,Kubo And The Two Strings,2016,PG,"Rated PG for thematic elements, scary images, action and peril.",Focus Features
49912,"Horse Tale, A",2015,G,,Grindstone Entertainment Group
49913,Cartel Land,2015,R,"Rated R for violent disturbing images, language, drug content and brief sexual material.","Orchard, The"
49914,Standoff,2015,R,Rated R for strong violence and language throughout.,Saban Films LLC
