Certificate,Name,Year,Rating,RatingReason,Studio
25078,Martin,1977,R,,Libra Films
25079,Return From Witch Mountain,1978,G,,Buena Vista Dist. Co. & Walt Disney Productions
25080,"One & Only, The",1977,PG,,Paramount Pictures Corp.
25081,"Betsy, The",1978,R,,Allied Artists
25083,Cody,1977,G,,First American Pictures
25084,Convoy Buddies,1977,PG,,Film Ventures International
25085,Gizmo!,1977,G,,New Line Cinema
25086,"Last Four Days, The",1977,PG,,Group I International
25087,Mafia On The Bounty,1977,PG,,Adell Entertainment  - [Production Co.] & Adell Entertainment  - [Production Co.]
25088,Bilitis,1977,R,,Topar Films
25089,Half A House,1977,PG,,First American Films
25090,Naked Paradise,1977,R,,Twenty First Century Dist.
25091,Star Pilot,1977,PG,,Monarch Releasing
25092,Sorority Girls,1977,R,,"SRC Films, Inc."
25093,Campus Corpse,1977,PG,,Davis/Fridley Distributing
25094,"Last Challenge Of The Dragon, The",1977,R,,Cineworld Pictures
25095,"Late Great Planet Earth, The",1977,PG,,"Pacific International Enterprises, Inc."
25096,"Redeemer, The",1977,R,,Twenty First Century Dist.
25097,"Last Waltz, The",1978,PG,,United Artists
25098,Grease,1978,PG,,Paramount Pictures Corp.
25099,Where's Willie,1977,G,,Taurus Distributing
25101,Dominique,1978,PG,,American Cinema
25102,La Grande Bourgeoise,1977,R,,Atlantic Releasing Corp.
25103,"Legend Of Seawolf, The",1977,PG,,Cougar Releasing
25104,Straight Time,1978,R,,Warner Bros. Inc.
25105,Heaven Can Wait,1978,PG,,Paramount Pictures Corp.
25106,Goin' South,1978,PG,,Paramount Pictures Corp.
25107,"Big Sleep, The",1978,R,,United Artists
25108,Bruce Lee,1977,PG,,Cinema Shares International
25109,Roseland,1977,PG,,Cinema Shares International
25110,That Obscure Object Of Desire,1977,R,,First Artists
25112,Aces High,1977,PG,,Cinema Shares International
25113,Blue Sunshine,1977,R,,Cinema Shares International
25114,Dersu Uzala,1977,G,,New World Pictures
25115,Petey Wheatstraw,1977,R,,Transvue Pictures
25116,School Days,1977,R,,Cinema Shares International
25117,Summerdog,1977,G,,Salisbury Associates
25118,Treasure Of Emerald Cave,1978,G,,Emerald Cave Enterprises
25120,Killers Die Hard,1977,R,,"Cinema Artists Productions, Inc. - [Production Co.]"
25121,Within This Earth,1977,G,,United Artists Corp.
25123,War Lords Of Atlantis,1978,PG,,Columbia Pictures Industries
25124,Death On The Nile,1978,PG,,Paramount Pictures Corp.
25126,Blue Collar,1978,R,,"Universal City Studios, Inc."
25127,"Billion Dollar Hobo, The",1977,G,,"International Picture Show Company, The"
25128,"Day It Came To Earth, The",1977,PG,,Howco International
25129,Godzilla On Monster Island,1977,G,,Downtown Distribution
25130,"Boys In Company C, The",1977,R,,Columbia Pictures Industries
25131,"Fury, The",1978,R,,Twentieth Century Fox Film Corp.
25132,Beyond Reason,1978,PG,,"Goldfarb Distributors, Inc."
25133,"Greek Tycoon, The",1978,R,,"Universal City Studios, Inc."
25134,Staying Alive,1977,R,,William Mishkin Motion Pictures
25135,Mr. Klein,1977,PG,,Quartet Films
25136,Olympic Harmony,1977,G,,United Artists Corp.
25138,Brigham,1977,PG,,Sunset Films
25139,"Sinful Bed, The",1977,R,,Burbank International
25140,"Six Day War, The",1977,PG,,Everest-Cine-Metaphor
25142,Beyond And Back,1977,G,,"Jensen Farley Pictures, Inc."
25143,Brutal Justice,1977,R,,Aquarius Releasing
25144,Unknown Powers,1977,PG,,National Telefilm
25145,Tintorera,1977,R,,United Film Distribution
25146,Shipwreck!,1978,G,,Warner Bros. Inc.
25147,Summer School,1977,R,,Lima Productions
25150,Bloodbrothers,1978,R,,Warner Bros. Inc.
25151,American Hot Wax,1978,PG,,Paramount Pictures Corp.
25152,Foul Play,1978,PG,,Paramount Pictures Corp.
25153,"End, The",1978,R,,United Artists
25154,Midnight Express,1978,R,,Columbia Pictures Industries
25155,Cat And Mouse,1977,PG,,Quartet Films
25156,"Last Survivor, The",1977,R,,United Producers
25157,"Other Side Of The Mountain - Part II, The",1978,PG,,"Universal City Studios, Inc."
25158,Duncan's World,1977,G,,Best Films & Video Corp.
25159,International Velvet,1978,PG,,United Artists
25160,House Calls,1978,PG,,"Universal City Studios, Inc."
25161,Coach,1977,PG,,"Crown International Pictures, Inc."
25162,Renaldo & Clara,1977,R,,Circuit Films
25163,"Young Dragon, The",1977,R,,Pancosmic Films
25164,Coming Home,1978,R,,United Artists
25165,"Bad News Bears Go To Japan, The",1978,PG,,Paramount Pictures Corp.
25166,Wendigo,1979,PG,,Talking Pictures Inc.
25167,Goodbye Franklin High,1978,PG,,Cal-Am Productions
25168,Leopard In The Snow,1978,PG,,New World Pictures
25169,Operation Thunderbolt,1978,PG,,Cinema Shares International
25171,"Astrologer, The",1978,R,,Interstar Distributing
25172,Let's Make A Dirty Movie,1978,R,,"BLC Services, Inc."
25173,Aliens From Spaceship Earth,1978,PG,,"International Television Film Productions, Inc."
25174,Dead On Arrival,1978,R,,Cal-Am Productions - [Production Co.]
25175,Escape From Angola,1978,PG,,Afro American Productions - [Production Co.]
25176,"Alaska Wilderness Adventure, The",1978,PG,,Cannon-Happy Distribution
25177,"Inheritance, The",1978,R,,S.J. International
25178,Jennifer,1978,PG,,American International Pictures
25179,Freeze Bomb,1978,R,,Movietime Films
25180,Here Come The Tigers,1978,PG,,American International Pictures
25181,Our Winning Season,1978,PG,,American International Pictures
25182,California Dreamin',1978,R,,American International Pictures
25183,F.I.S.T.,1978,PG,,United Artists
25184,"Cat From Outer Space, The",1978,G,,Buena Vista Dist. Co. & Walt Disney Productions
25185,Hot Lead Cold Feet,1978,G,,Buena Vista Dist. Co. & Walt Disney Productions
25186,Breakaway,1978,G,,Walter Yates Productions  - [Production Co.]
25187,Malibu Beach,1978,R,,"Crown International Pictures, Inc."
25188,Barnaby & Me,1978,G,,"Sercom, Inc."
25189,Blind Rage,1978,R,,Trans World Films
25190,Rain Of Fire,1978,R,,United Producers
25191,End Of The World In Our Usual Bed In A Night Full,1978,R,,Warner Bros. Inc.
25192,"Apollo File, The",1978,G,,Kinderfilm
25193,Crossed Swords,1978,PG,,Warner Bros. Inc.
25194,Invasion Of The Body Snatchers,1978,PG,,United Artists
25195,Blue Country,1978,PG,,"Quartet/Films, Inc."
25197,"Tigress, The",1978,R,,"Cinepix, Inc."
25199,Days Of Heaven,1978,PG,,Paramount Pictures Corp.
25200,Fedora,1979,PG,,United Artists
25201,Damien - Omen II,1978,R,,Twentieth Century Fox Film
25202,Force Beyond,1978,G,,Film Ventures International
25204,Bottom Line,1978,R,,Silverstein Films
25206,Eerie Midnight Horror Show,1978,R,,Irwin Yablans Company
25207,Who'll Stop The Rain,1978,R,,United Artists
25208,Class Of Miss Mac Michael,1978,R,,Brut Productions
25209,Somebody Killed Her Husband,1978,PG,,Columbia Pictures Industries
25210,"Children Of Theatre Street, The",1978,G,,Peppercorn-Wormser
25211,Laserblast,1978,PG,,Irwin Yablans Company
25212,Teenage Innocence,1978,R,,Lima Productions
25214,Body Snatcher From Hell,1978,PG,,Teitel Film Corp.
25215,Winds Of Change,1978,PG,,Sanrio Film Distributors
25216,Harper Valley P.T.A.,1978,PG,,April Fools Films
25217,Nunzio,1978,R,,Universal Pictures
25218,"Wild Geese, The",1978,R,,Allied Artists
25219,Game Of Death,1979,R,,Columbia Pictures Industries
25220,Up In Smoke,1978,R,,Paramount Pictures Corp.
25222,I Wanna Hold Your Hand,1978,PG,,"Universal City Studios, Inc."
25223,Convention Girls,1978,R,,Aurora General Entertainment Corp.
25224,East End Hustle,1978,R,,"Troma, Inc."
25225,"Magic Of Lassie, The",1978,G,,Lassie Productions  - [Production Co.]
25226,Teen Lust,1978,R,,Coast Films
25227,Mountain Lady,1978,G,,Lodestar Productions
25228,Slithis,1978,PG,,Davis Distribution
25229,High-Ballin',1978,PG,,American International Pictures
25230,Hanging On A Star,1978,PG,,Trans World Releasing
25231,Keoma The Avenger,1978,R,,Vadib Productions
25233,Take All Of Me,1978,R,,
25234,Buckstone County Prison,1978,R,,Film Ventures International
25235,"Revenge Of The Pink Panther, The",1978,PG,,United Artists
25236,Young Lady Chatterley,1978,R,,"Key Pictures, Inc."
25237,Jaws 2,1978,PG,,"Universal City Studios, Inc."
25238,FM,1978,PG,,"Universal City Studios, Inc."
25239,If Ever I See You Again,1978,PG,,Columbia Pictures Industries
25240,Fast Charlie...The Moonbeam Rider,1978,PG,,"Universal City Studios, Inc."
25241,Deathsport,1978,R,,New World Pictures
25242,"Different Story, A",1979,PG,,Avco Embassy Pictures
25243,Super Fight,1978,G,,Everest Cine-Metaphors
25244,"Wedding, A",1978,PG,,Twentieth Century Fox Film Corp.
25245,Thank God It's Friday,1978,PG,,Columbia Pictures Industries
25246,"Fifth Musketeer, The",1978,PG,,Columbia Pictures Industries
25247,Matilda,1978,G,,American International Pictures
25248,Maniac Mansion,1978,R,,Group I International
25249,Illustrious Corpses,1978,PG,,United Artists Classics
25250,All Things Bright And Beautiful,1978,G,,World Northal Corp.
25251,Eyes Of Laura Mars,1978,R,,Columbia Pictures Industries
25252,"Buddy Holly Story, The",1978,PG,,Columbia Pictures Industries
25253,It's Alive 2,1978,R,,Warner Bros. Inc.
25254,Olly Olly Oxen Free,1978,G,,"Sanrio Films, Inc."
25255,Teenage Teasers,1978,R,,Intercontinental Releasing
25256,Big Wednesday,1978,PG,,Warner Bros. Inc.
25257,"Swarm, The",1978,PG,,Warner Bros. Inc.
25258,Night Of The Askari,1978,R,,"Topar Films, Inc."
25259,National Lampoon's Animal House,1978,R,,"Universal City Studios, Inc."
25260,Inside The Jogger,1978,PG,,Columbia Pictures Industries
25261,On The Yard,1978,R,,Midwest Film Distributors
25262,"Tribute To Lynyrd Skynryd, A",1978,G,,Paramount Pictures Corp.
25263,Jules Verne's The Fabulous Journey To The Center Of The Earth,1978,G,,"International Picture Show Company, The"
25264,One Man,1978,PG,,Billy Baxter Productions
25265,Joyride To Nowhere,1978,PG,,Affiliated Film Distributors
25266,Cinderella 2000,1978,R,,Independent-International Pictures Corp.
25268,Stingray,1978,PG,,Avco Embassy Pictures
25269,And God Created Woman,1978,PG,,"Time-Life Films, Inc."
25270,Don't Change My World,1978,G,,"Nature's Way, Inc."
25271,Teenagers For Sale,1978,R,,Independent-International
25272,We Will All Meet In Paradise,1978,PG,,First Artists Releasing
25273,Sgt. Pepper's Lonely Hearts Club Band,1978,PG,,"Universal City Studios, Inc."
25274,"North Avenue Irregulars, The",1978,G,,Buena Vista Dist. Co. & Walt Disney Productions
25275,"New Adventures Of Snow White, The",1978,R,,NMD Film Distributing
25276,No. 1 Of The Secret Service,1978,PG,,Trans World Films
25277,Take Off,1978,R,,D'Arcy Estates
25278,Agatha,1979,PG,,Warner Bros. Inc.
25279,Zero To Sixty,1978,PG,,First Artists's Releasing
25280,Stevie,1978,PG,,Samuel Goldwyn Company
25281,"Promise, The",1978,PG,,"Universal City Studios, Inc."
25282,Passion Plantation,1978,R,,Howard Mahler Films
25283,Cheerleaders Beach Party,1978,R,,Cannon Releasing Corp.
25284,"Boys From Brazil, The",1978,R,,Twentieth Century Fox Film Corp.
25285,"Great Brain, The",1978,G,,Inter Planetary Pictures
25286,"Eagle's Wing, The",1979,PG,,International Picture Show Company
25287,Stunt Rock,1979,PG,,Film Venture International
25288,Tilt,1978,PG,,Warner Bros. Inc.
25289,Interiors,1978,PG,,United Artists
25290,Fiona,1978,R,,Multi-National Films
25292,"Teasers Go To Paris, The",1978,R,,Group I International
25293,"Bermuda Triangle, The",1978,G,,"Jensen Farley Pictures, Inc."
25294,Love And Bullets,1978,PG,,Associated Film Distribution
25295,"Pleasure Doing Business, A",1979,R,,Television Corp. Of America  - [Production Co.]
25296,Go Tell The Spartans,1978,R,,Avco Embassy Pictures
25297,"Punk Rock Movie From England, The",1978,R,,Cinematic Releasing
25298,Hooper,1978,PG,,Warner Bros. Inc.
25299,Savage Man - Savage Beast,1978,Unrated,,
25300,Remember My Name,1978,R,,Columbia Pictures Industries
25301,Pinocchio,1978,G,,G.G. Communications
25302,Born Again,1978,PG,,Avco Embassy Pictures
25303,"Stuntman, The",1979,R,,Twentieth Century Fox Film Corp.
25304,Cloud Dancer,1979,PG,,Melvin Simon Productions  - [Production Co.]
25305,"When You Comin' Back, Red Ryder",1979,R,,Columbia Pictures Industries
25306,Wolf Lake,1979,R,,Filmcorp Distribution Inc.
25307,Butch And Sundance: The Early Days,1978,PG,,Twentieth Century Fox Film Corp.
25308,"Dark, The",1978,R,,Film Ventures International
25309,Emanuelle In Bangkok,1978,R,,Monarch Releasing
25310,Smokey And The Goodtime Outlaws,1978,PG,,General Audience Film
25312,"Norseman, The",1978,PG,,American International Pictures
25313,Movie Movie,1978,PG,,Warner Bros. Inc.
25314,Oliver's Story,1978,PG,,Paramount Pictures Corp.
